cross_val,kfold,accuracy,class_1_recall,class_2_recall,class_3_recall,mean_recall,class_1_precision,class_2_precision,class_3_precision,mean_precision,class_1_F1,class_2_F1,class_3_F1,mean_F1
1,1,0.42105263157894735,0,0.42105263157894735,0,0.14035087719298245,0.0,1.0,0.0,0.3333333333333333,0,0.5925925925925926,0,0.19753086419753085
1,2,0.1111111111111111,0,0,0.1111111111111111,0.037037037037037035,0.0,0.0,1.0,0.3333333333333333,0,0,0.19999999999999998,0.06666666666666667
1,3,0.2777777777777778,0,0.2777777777777778,0,0.0925925925925926,0.0,1.0,0.0,0.3333333333333333,0,0.4347826086956522,0,0.14492753623188406
1,4,0.2222222222222222,0,0,0.2222222222222222,0.07407407407407407,0.0,0.0,1.0,0.3333333333333333,0,0,0.3636363636363636,0.1212121212121212
1,5,0.16666666666666666,0,0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.3333333333333333,0,0,0.2857142857142857,0.09523809523809523
1,6,0.1111111111111111,0,0,0.1111111111111111,0.037037037037037035,0.0,0.0,1.0,0.3333333333333333,0,0,0.19999999999999998,0.06666666666666667
1,7,0.16666666666666666,0,0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.3333333333333333,0,0,0.2857142857142857,0.09523809523809523
1,8,0.3333333333333333,0,0.3333333333333333,0,0.1111111111111111,0.0,1.0,0.0,0.3333333333333333,0,0.5,0,0.16666666666666666
1,9,0.47058823529411764,0,0.47058823529411764,0,0.1568627450980392,0.0,1.0,0.0,0.3333333333333333,0,0.6399999999999999,0,0.2133333333333333
1,10,0.3125,0,0.3125,0,0.10416666666666667,0.0,1.0,0.0,0.3333333333333333,0,0.47619047619047616,0,0.15873015873015872
